,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Revenue +,520,536,555,592,636,683,687,762,795,832,865,919,981
Interest,216,225,230,242,288,319,344,379,409,470,497,544,610
Expenses +,191,212,209,231,263,307,308,308,376,381,380,391,496
Financing Profit,113,98,116,118,85,57,35,75,10,-19,-13,-15,-125
Financing Margin %,22%,18%,21%,20%,13%,8%,5%,10%,1%,-2%,-2%,-2%,-13%
Other Income +,64,55,45,90,126,120,143,125,197,172,199,219,381
Depreciation,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
Profit before tax,176,153,161,208,211,177,178,200,206,152,186,204,257
Tax %,26%,25%,25%,25%,26%,25%,25%,25%,27%,26%,26%,26%,26%
Net Profit +,131,115,121,156,156,132,133,150,151,113,138,152,190
EPS in Rs,7.53,6.60,6.95,8.99,9.01,7.62,7.68,8.64,8.73,6.53,7.98,8.74,10.98
Gross NPA %,1.81%,1.79%,1.65%,1.45%,1.26%,1.27%,1.27%,1.22%,1.47%,1.69%,1.68%,1.58%,1.57%
Net NPA %,0.68%,0.60%,0.57%,0.42%,0.35%,0.32%,0.33%,0.31%,0.51%,0.68%,0.69%,0.64%,0.52%
Raw PDF,,,,,,,,,,,,,
