,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%
FIIs +,11.43%,10.66%,11.15%,11.83%,11.63%,11.11%,11.44%,9.51%,10.64%
DIIs +,18.70%,17.94%,17.25%,18.34%,16.69%,15.99%,16.56%,16.37%,14.57%
Public +,18.87%,20.40%,20.60%,18.83%,20.68%,21.90%,20.99%,23.11%,23.79%
No. of Shareholders,"1,15,022","1,67,880","1,85,851","1,92,839","2,36,779","2,96,543","2,85,745","3,77,234","5,28,263"
