,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,39,33,29,35,52,15,19,23,17,96,17,8
Inventory Days,,,,,,,,"6,239",,,,
Days Payable,,,,,,,,402,,,,
Cash Conversion Cycle,39,33,29,35,52,15,19,"5,860",17,96,17,8
Working Capital Days,652,"1,081",727,"1,049",942,588,873,998,755,821,692,767
ROCE %,11%,10%,12%,9%,9%,13%,11%,9%,12%,16%,15%,18%
