,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,872,180,"1,583",937,914,"1,687","1,619","2,263",61,768,"1,531","1,273"
Cash from Investing Activity +,-591,-61,"-1,329",-727,-535,"-1,438","-1,097","-2,082",66,-799,"-1,458","-1,934"
Cash from Financing Activity +,-215,-199,-167,-182,-386,-217,-532,-170,-172,-30,110,515
Net Cash Flow,66,-79,87,28,-6,32,-9,11,-45,-61,183,-146
