,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,120,129,83,78,63,115,131,194,207,212,167,169
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,120,129,83,78,63,115,131,194,207,212,167,169
Working Capital Days,-12,-1,109,-17,-107,-2,84,116,125,99,29,74
ROCE %,8%,9%,8%,11%,8%,10%,9%,9%,6%,8%,8%,7%
