,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,76.67%,84.23%,93.29%,94.44%,94.44%,95.39%,95.39%,95.39%,90.95%
FIIs +,1.27%,0.86%,0.30%,0.12%,0.11%,0.02%,0.16%,0.03%,0.44%
DIIs +,14.72%,9.95%,4.24%,2.31%,1.59%,1.29%,1.37%,1.32%,5.36%
Public +,7.34%,4.96%,2.17%,3.12%,3.86%,3.30%,3.08%,3.26%,3.26%
No. of Shareholders,"3,13,111","2,96,570","2,97,121","3,18,563","3,75,199","4,26,244","5,36,942","7,39,097","7,99,014"
