,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"1,655","1,823","2,340","3,192","2,132","2,710","3,709",867,364,"1,764","4,054","1,971"
Cash from Investing Activity +,"-2,394","-2,297","-3,144","-2,981","-2,621","-4,081","-4,932","-8,176","-1,553",-650,"-3,644",375
Cash from Financing Activity +,925,475,671,-202,410,"1,438","1,388","7,520",589,-860,-477,-720
Net Cash Flow,186,2,-133,9,-79,66,165,211,-601,253,-68,"1,627"
