,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,87,91,78,95,109,98,93,106,99,81,89,80
Inventory Days,101,84,72,102,98,74,85,119,108,85,83,82
Days Payable,136,141,130,181,207,188,182,231,207,172,140,137
Cash Conversion Cycle,52,34,20,15,0,-16,-4,-6,1,-5,32,25
Working Capital Days,67,49,24,36,32,10,18,30,31,22,52,47
ROCE %,18%,17%,28%,31%,27%,30%,28%,22%,27%,51%,44%,32%
