,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"-4,055","-9,611","-5,507","-2,677","-13,142","-5,535","-2,464","-4,239","-8,859","-17,625","-31,101","-43,652"
Cash from Investing Activity +,-112,-45,-36,-2,86,-76,-55,-25,-34,"5,076",-258,"3,661"
Cash from Financing Activity +,"5,010","7,836","2,822","3,017","13,014","5,550","4,579","12,226","8,505","11,820","27,609","44,521"
Net Cash Flow,843,"-1,819","-2,721",338,-42,-62,"2,060","7,962",-388,-730,"-3,750","4,530"
