,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,671,584,959,441,"1,249","1,156","1,485","1,876","1,300","2,526","2,573","2,481"
Cash from Investing Activity +,-246,-450,-705,-150,-957,-852,"-1,526",433,914,"-1,507",477,84
Cash from Financing Activity +,-357,-181,-246,-295,-232,-353,58,"-2,242","-2,246","-1,028","-2,830","-2,762"
Net Cash Flow,68,-47,8,-4,60,-49,17,66,-32,-9,219,-197
