,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,567,138,"1,075",838,324,-710,458,"1,215","-1,548","-4,111",-867,"3,535"
Cash from Investing Activity +,-22,-461,-715,-818,"-1,379","-1,324","-1,055",-979,"-1,705","-1,439","1,533","-3,227"
Cash from Financing Activity +,-474,179,-373,-61,"1,198","2,085","1,795",261,"3,116","5,979",275,"1,209"
Net Cash Flow,71,-144,-13,-40,143,51,"1,199",496,-137,429,941,"1,516"
