,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,242,52,95,185,61,101,19,65,41,83,69,40
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,242,52,95,185,61,101,19,65,41,83,69,40
Working Capital Days,-135,-125,-73,-51,-152,-461,-81,-285,-286,-235,-244,-90
ROCE %,31%,84%,70%,76%,75%,53%,38%,37%,27%,18%,20%,18%
