,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,34,43,25,16,16,13,8,19,14,11,12,12
Inventory Days,79,65,105,65,56,48,46,85,90,61,86,50
Days Payable,155,175,290,51,48,41,31,51,66,46,61,33
Cash Conversion Cycle,-43,-67,-161,30,24,21,23,54,39,27,38,29
Working Capital Days,-29,-18,-46,-57,-9,-2,-20,3,-6,-9,-6,3
ROCE %,20%,13%,13%,17%,14%,19%,10%,9%,16%,14%,18%,12%
