,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,673,"1,166",-781,"2,029","1,313","-1,941","4,286","1,029","1,370","1,406","1,388","1,712"
Cash from Investing Activity +,-552,-648,-753,-882,-745,"1,381","-2,875",34,"-1,068",-593,-699,-629
Cash from Financing Activity +,-384,-349,-298,-292,-492,481,"-1,470",-457,-595,-854,-840,-914
Net Cash Flow,-262,169,"-1,833",855,76,-79,-59,606,-293,-41,-150,169
