,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"6,452","14,638","18,311","-6,624","-7,366","-9,218","-4,827","37,868","-35,487","-7,045","-4,437","18,534"
Cash from Investing Activity +,-814,-755,-609,-371,-260,71,-232,-182,-644,-521,-991,-854
Cash from Financing Activity +,745,"1,295","4,864","3,955","7,185","7,983","-3,192","2,398","1,146",541,"3,868",34
Net Cash Flow,"6,383","15,179","22,566","-3,040",-440,"-1,164","-8,251","40,085","-34,985","-7,026","-1,560","17,714"
