,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,110,77,174,219,182,279,443,304,485,"1,085","1,067",986
Cash from Investing Activity +,-168,-223,-150,-146,-520,-162,-189,-113,-267,"-1,176","-1,458","-1,325"
Cash from Financing Activity +,57,140,18,-45,315,-27,-247,-194,-159,88,488,544
Net Cash Flow,-1,-6,42,28,-22,89,7,-2,59,-4,97,205
