,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,203,66,145,119,69,152,370,216,-142,484,205,394
Cash from Investing Activity +,-131,-200,-116,-65,-61,-190,-123,-363,-295,-646,-443,-556
Cash from Financing Activity +,-70,138,-34,-57,-8,46,-236,140,454,159,248,224
Net Cash Flow,2,4,-4,-4,-0,9,11,-7,16,-2,10,62
