,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,854,482,345,657,"1,648","1,324","1,392","1,131","1,109",625,-265,-828
Cash from Investing Activity +,-566,-712,-950,"-1,001","-1,003",-883,-774,-662,-316,-515,"4,387",2
Cash from Financing Activity +,-98,199,699,543,-468,-739,-445,-442,-520,-77,"-3,906",787
Net Cash Flow,190,-31,93,199,177,-297,174,28,272,32,215,-38
