,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,50,49,57,30,29,36,38,114,70,33,25,22
Inventory Days,,,,,,,,,,,854,"1,294"
Days Payable,,,,,,,,,,,224,340
Cash Conversion Cycle,50,49,57,30,29,36,38,114,70,33,654,976
Working Capital Days,142,141,184,90,-93,25,34,135,50,21,-8,61
ROCE %,12%,11%,11%,11%,10%,11%,9%,4%,5%,10%,12%,11%
