,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,-394,"-1,050",199,569,"1,689","1,240",392,-672,"-1,756","-4,409","-4,284","-5,151"
Cash from Investing Activity +,-901,-459,-185,-234,"-1,016","-1,360","-1,874","-5,147",46,"1,851","-2,646","-4,597"
Cash from Financing Activity +,"1,420","1,409",2,-528,-959,"1,056","1,349","5,772","1,916","3,535","7,219","10,689"
Net Cash Flow,126,-99,16,-193,-286,936,-133,-47,206,977,288,941
