,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"-6,448","-3,970","-4,957","-6,467","-8,510","-12,078","-3,115","5,826",18,"-17,395","-18,449","-15,602"
Cash from Investing Activity +,-470,34,-440,-97,243,"-1,213","-2,689","-8,348","3,112","-1,635","2,671","-1,077"
Cash from Financing Activity +,"6,898","3,907","5,431","6,766","8,174","13,490","6,050","2,548","-3,173","18,852","16,095","17,605"
Net Cash Flow,-20,-29,34,202,-93,199,245,26,-43,-179,317,927
