,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,422,310,205,477,226,66,788,659,494,299,678,"1,401"
Cash from Investing Activity +,-184,-102,-207,-198,-54,-69,-283,-548,-942,-105,-294,-450
Cash from Financing Activity +,-188,-252,-65,-270,-190,47,-418,-194,501,-206,-417,-912
Net Cash Flow,50,-44,-67,10,-19,44,88,-84,53,-13,-33,39
