,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"7,344","9,843","9,799","10,627","13,169","12,583","14,690","12,527","15,776","18,878","17,179","17,627"
Cash from Investing Activity +,"-3,254","-5,275","-3,921","-3,251","-7,114","-5,546","-6,174","5,740","-2,238","-5,732","1,563",-396
Cash from Financing Activity +,"-4,122","-4,661","-5,613","-7,301","-6,221","-6,869","-8,181","-18,634","-13,580","-13,006","-18,551","-17,037"
Net Cash Flow,-32,-93,266,75,-166,169,334,-367,-43,139,191,194
