,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,-173,"-1,083","2,904","7,498","-1,723","-10,842",693,"2,447","6,896","-1,440","11,581","7,628"
Cash from Investing Activity +,-171,-151,-151,-99,-134,-106,-100,-169,-300,-175,-260,-495
Cash from Financing Activity +,274,"1,885",-186,-77,"1,100","4,220",698,217,378,228,461,"4,750"
Net Cash Flow,-70,651,"2,567","7,322",-758,"-6,729","1,292","2,495","6,974","-1,387","11,783","11,883"
