,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,0,346,315,497,512,563,437,685,708
Cash from Investing Activity +,0,-69,62,-66,-340,-298,-134,-511,-305
Cash from Financing Activity +,0,-259,-384,-423,-162,-256,-335,-169,-399
Net Cash Flow,0,18,-6,8,10,9,-32,5,5
