,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,0,0,0,0,0,2,0,0,0,0,0,0
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,0,0,0,0,0,2,0,0,0,0,0,0
Working Capital Days,-11,-11,-27,-20,-25,-16,-17,-13,-11,-12,-8,-6
ROCE %,49%,41%,36%,31%,31%,23%,24%,20%,12%,10%,7%,7%
