,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,,236,203,361,537,601,"1,223","1,569","1,314","1,834",158,425
Cash from Investing Activity +,,-439,-775,"-1,136",-522,-702,-658,-333,-563,-951,-878,"6,015"
Cash from Financing Activity +,,203,578,654,46,134,-675,"-1,116",-686,-817,"1,053","-6,358"
Net Cash Flow,,-1,5,-122,61,33,-110,120,65,66,332,82
