,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity +,61,144,93,112,346,464,669,417,299,46,849,"1,212"
Cash from Investing Activity +,-111,-108,-120,-176,-299,"-1,116",-611,-175,-107,4,-465,"-1,026"
Cash from Financing Activity +,26,-35,29,154,-48,651,-51,-251,-186,35,-363,-247
Net Cash Flow,-24,0,2,90,-1,-2,7,-8,6,85,21,-62
