,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,3,1,0,0,33,8,3,0,78,14,5,0
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,3,1,0,0,33,8,3,0,78,14,5,0
Working Capital Days,-146,-150,43,11,33,-6,-14,-8,55,3,-8,-24
ROCE %,10%,10%,10%,10%,3%,2%,1%,2%,1%,1%,2%,1%
