,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"2,570","-3,567",81,"-6,624","6,097","-7,778",-77,"20,527","36,339","6,056","19,930","17,479"
Cash from Investing Activity +,-363,-318,-9,-280,-315,-297,-4,-601,-558,"-2,561","-1,394","-1,891"
Cash from Financing Activity +,"4,902","3,168",-2,"10,194","10,792","1,758",201,"-18,861",-786,"-10,654","-11,489","-3,550"
Net Cash Flow,"7,109",-718,70,"3,289","16,574","-6,317",121,"1,066","34,995","-7,159","7,047","12,038"
