,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,50,60,49,65,54,49,32,32,22,25,24,27
Inventory Days,92,92,84,76,94,88,124,88,91,96,100,105
Days Payable,87,93,96,80,92,86,109,96,93,88,95,89
Cash Conversion Cycle,55,60,38,61,56,51,47,23,20,33,29,43
Working Capital Days,56,64,30,47,38,32,42,18,18,20,21,30
ROCE %,34%,21%,18%,22%,23%,23%,21%,29%,29%,24%,23%,20%
