,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,145,258,360,472,382,453,297,762,766,950,903,"1,237"
Cash from Investing Activity +,-78,-184,-223,-343,-248,-237,136,-86,-963,-269,-265,"-2,448"
Cash from Financing Activity +,-53,-66,-73,-67,-74,-106,-133,-696,-156,-558,-887,"1,675"
Net Cash Flow,14,7,64,62,60,109,300,-20,-353,123,-249,464
