,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,62.77%,62.77%,62.77%,62.77%,67.76%,67.80%,67.93%,62.95%,59.75%
FIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.82%,3.07%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,7.60%
Public +,37.23%,37.23%,37.23%,37.23%,32.24%,32.20%,32.07%,32.79%,29.60%
No. of Shareholders,771,"1,226","1,262","1,324","2,079","3,584","5,544","10,305","20,057"
