,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,,,387,"1,469",696,-463,"3,772","2,524","1,998","2,750","2,512","1,566"
Cash from Investing Activity +,,,-854,"-1,174",-651,-175,182,420,"1,139","1,789","-2,947",-90
Cash from Financing Activity +,,,330,-312,24,736,"-4,188","-2,835","-2,888","-3,706",951,"-2,506"
Net Cash Flow,,,-137,-16,69,97,-234,109,250,834,516,"-1,030"
