,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,,,79,201,249,366,252,60,62,477,689,950
Cash from Investing Activity +,,,-172,329,-118,147,-391,-50,-396,-591,-620,"-1,385"
Cash from Financing Activity +,,,53,-463,-157,-523,133,-34,411,126,-108,496
Net Cash Flow,,,-40,67,-26,-10,-6,-24,77,12,-38,61
