,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,149,212,296,205,258,476,283,-40,331,54,405,447
Cash from Investing Activity +,-99,128,-6,10,-50,-224,-214,-114,-28,-397,-405,-235
Cash from Financing Activity +,-109,-348,-278,-233,-200,-257,-41,165,-182,377,7,-271
Net Cash Flow,-58,-7,12,-18,8,-6,28,11,121,34,7,-60
