,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,66,69,67,60,58,53,61,50,61,67,62,56
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,66,69,67,60,58,53,61,50,61,67,62,56
Working Capital Days,34,29,40,49,53,43,37,27,6,28,34,60
ROCE %,30%,29%,23%,23%,20%,20%,18%,22%,26%,30%,29%,31%
