,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,452,307,595,231,294,190,679,598,-39,868,903,"1,162"
Cash from Investing Activity +,-420,-257,-449,-16,-196,-162,-310,-351,101,"-1,212",-819,-194
Cash from Financing Activity +,-91,-83,-208,-91,-158,-0,-429,67,-268,395,-211,-743
Net Cash Flow,-59,-33,-63,124,-60,27,-60,314,-205,51,-127,225
