,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,227,362,278,420,296,370,582,856,634,554,726,790
Cash from Investing Activity +,8,-448,-54,-153,-57,-190,-146,-104,-377,"-1,006",-537,-145
Cash from Financing Activity +,-43,-32,-111,-93,-136,-232,-446,-253,-544,-109,-266,-58
Net Cash Flow,193,-118,113,174,103,-52,-10,499,-287,-562,-77,587
