,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,151,-153,-44,817,-239,-313,397,-68,"1,442",-137,"2,842",410
Cash from Investing Activity +,-21,371,164,95,-236,347,470,-190,-980,-111,"-1,071",-767
Cash from Financing Activity +,-303,-45,-120,-85,108,-352,-618,-55,9,-186,-149,-206
Net Cash Flow,-172,173,-0,827,-366,-318,249,-312,471,-434,"1,622",-563
