,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Promoters +,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%
FIIs +,0.27%,1.01%,1.00%,0.48%,0.67%,1.32%,1.85%,1.93%,1.96%,2.66%,2.98%,3.00%
DIIs +,2.20%,2.11%,1.85%,1.75%,2.17%,2.28%,2.26%,2.61%,2.76%,2.93%,3.17%,3.22%
Public +,22.53%,21.88%,22.14%,22.75%,22.16%,21.39%,20.88%,20.46%,20.27%,19.40%,18.86%,18.76%
No. of Shareholders,"76,211","71,967","72,686","72,417","70,310","76,427","79,814","82,248","1,03,903","1,07,899","1,07,595","1,12,090"
