,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2025
Cash from Operating Activity +,668,202,-977,715,"-2,030","3,946",-271,-412,441,979,225,197
Cash from Investing Activity +,-167,-373,-220,-214,79,113,104,17,86,-68,-98,-14
Cash from Financing Activity +,-322,632,"1,450","1,011",588,"-4,234",-3,563,-669,-970,-7,-611
Net Cash Flow,179,461,253,"1,512","-1,363",-174,-169,168,-141,-59,120,-428
