,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,51,46,108,96,52,57,93,51,30,54,27,41
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,51,46,108,96,52,57,93,51,30,54,27,41
Working Capital Days,-51,-54,-36,-61,-99,-72,-44,1,-18,40,-9,15
ROCE %,15%,18%,16%,10%,9%,9%,7%,9%,12%,7%,9%,7%
