,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"43,261","34,374","38,134","49,550","71,459","42,346","94,877","26,958","110,654","115,032","158,788","178,703"
Cash from Investing Activity +,"-73,070","-64,706","-36,186","-66,201","-68,192","-94,507","-72,497","-142,385","-109,162","-93,001","-113,581","-137,535"
Cash from Financing Activity +,"13,713","8,444","-3,210","8,617","-2,001","55,906","-2,541","101,904","17,289","10,455","-16,646","-31,891"
Net Cash Flow,"-16,096","-21,888","-1,262","-8,034","1,266","3,745","19,839","-13,523","18,781","32,486","28,561","9,277"
