,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Debtor Days,77,71,65,68,58,59,61
Inventory Days,96,94,92,104,85,91,77
Days Payable,93,81,66,114,94,113,120
Cash Conversion Cycle,79,84,92,58,49,36,19
Working Capital Days,-26,54,66,56,40,33,23
ROCE %,,44%,27%,12%,18%,31%,41%
