,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,557,826,"1,038","1,150",776,954,"1,216","1,947","1,912","2,459","1,261","1,653"
Cash from Investing Activity +,-305,-521,-406,"-1,140",-478,-685,-83,75,"-2,195","-2,707",-269,-804
Cash from Financing Activity +,-248,-303,-631,2,-314,-246,"-1,091",-35,-532,-797,-799,-799
Net Cash Flow,3,3,0,13,-17,23,41,"1,987",-816,"-1,045",193,50
