,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,67,215,257,159,19,258,450,350,87,243,289,688
Cash from Investing Activity +,11,-49,-48,69,-88,-65,-81,-238,-67,-178,-524,-464
Cash from Financing Activity +,-26,-190,-195,-203,51,-181,-167,-70,-82,-76,365,-162
Net Cash Flow,52,-24,13,25,-18,13,202,42,-62,-11,130,62
