,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"2,004","2,733",-382,"4,114","1,751","1,666","1,469","1,822",367,"1,897","3,648","3,000"
Cash from Investing Activity +,-851,"-1,034","-6,769","-2,527",470,"-3,282","1,107","-1,240","1,292","-1,287","-1,712","-4,172"
Cash from Financing Activity +,-857,-197,"5,836",433,"-1,492",744,-891,"-1,885","-1,572",-337,"-2,184","1,732"
Net Cash Flow,296,"1,502","-1,315","2,019",729,-872,"1,685","-1,303",87,273,-248,560
