,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,35,35,34,31,39,37,50,61,59,63,67,77
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,35,35,34,31,39,37,50,61,59,63,67,77
Working Capital Days,-6,5,-10,-7,1,31,47,17,35,27,37,48
ROCE %,9%,10%,12%,14%,13%,15%,13%,16%,17%,15%,15%,15%
