,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,343,-10,212,304,460,-234,797,"1,129",32,224,"1,032","1,003"
Cash from Investing Activity +,-70,17,-44,-155,-374,-18,-421,"-2,195","-1,856",-62,-928,-194
Cash from Financing Activity +,-230,1,-191,-113,-1,191,-300,"1,003","1,810",-71,-77,-702
Net Cash Flow,43,8,-23,36,85,-61,76,-63,-14,91,28,107
