,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,396,246,297,200,315,400,410,976,704,795,645,701
Cash from Investing Activity +,-13,-104,-101,-233,96,-203,10,-344,-594,17,-57,-746
Cash from Financing Activity +,-286,-246,-207,4,-327,-273,-277,-689,-158,-743,-564,23
Net Cash Flow,96,-105,-11,-30,84,-76,143,-58,-49,69,23,-22
