,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"24,195","46,092","25,624","28,216","29,115","12,747","7,146","49,650","25,747","29,644","71,099","34,699"
Cash from Investing Activity +,"-18,594","-10,215","-13,610","-17,684","-17,119","-22,569","-29,101","-22,935","-21,294","-28,030","-31,464","-31,848"
Cash from Financing Activity +,"-3,116","-38,283","-11,890","-10,937","-12,007","10,436","22,456","-27,369","-4,058","-1,794","-39,385","-3,425"
Net Cash Flow,"2,485","-2,406",124,-405,-11,614,502,-653,395,-180,250,-573
