,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"53,270","33,950","46,292","45,780","56,792","61,458","70,593","47,185","78,248","86,062","99,263","90,868"
Cash from Investing Activity +,"-63,633","-30,058","-38,256","-43,815","-66,798","-37,132","-53,159","-39,141","-41,197","-74,690","-57,203","-43,022"
Cash from Financing Activity +,"15,225","-10,641","-8,972","-1,867","9,909","-23,324","-16,726","-8,239","-35,790","-12,876","-45,650","-47,908"
Net Cash Flow,"4,862","-6,749",-935,99,-97,"1,001",708,-195,"1,261","-1,504","-3,591",-61
