,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Debtor Days,27,15,19,16,66,26,15,23,9,58,35,27
Inventory Days,2,2,2,2,2,2,2,2,6,9,7,4
Days Payable,28,15,19,15,69,32,35,23,9,63,42,28
Cash Conversion Cycle,1,2,2,3,-2,-3,-18,3,6,3,1,3
Working Capital Days,0,0,0,-1,-10,-12,-21,-1,9,18,10,8
ROCE %,7%,16%,21%,24%,20%,18%,20%,13%,15%,17%,16%,15%
