,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Debtor Days,19,19,23,25,24,23,17,18,13
Inventory Days,70,98,90,95,104,134,80,69,53
Days Payable,19,40,32,34,28,31,23,21,22
Cash Conversion Cycle,70,76,80,86,100,126,74,66,45
Working Capital Days,45,52,60,73,83,202,159,120,68
ROCE %,,26%,24%,24%,18%,20%,21%,16%,19%
