,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,58,43,41,50,56,45,36,58,47,48,45,45
Inventory Days,37,47,48,50,49,45,54,62,58,56,52,52
Days Payable,94,82,87,98,113,98,104,130,102,97,96,109
Cash Conversion Cycle,1,9,3,2,-8,-8,-15,-10,2,7,1,-13
Working Capital Days,19,20,-4,8,1,1,-3,27,25,23,19,38
ROCE %,21%,22%,22%,21%,23%,25%,21%,17%,14%,14%,17%,18%
