,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,-104,95,"-1,275",270,"1,462","-3,745",383,"-1,065","2,845","-4,499","-6,258",128
Cash from Investing Activity +,-378,-124,456,"-1,676","-3,163","1,897","-1,201",-973,"-1,917","-2,904","1,135","-5,758"
Cash from Financing Activity +,461,781,"1,660",738,"1,905","2,398","1,239","1,331",-378,"7,281","8,432","6,958"
Net Cash Flow,-20,752,841,-668,205,549,421,-707,550,-122,"3,309","1,328"
