,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,55,71,82,87,80,65,95,64,17,20,25,22
Inventory Days,,,,,,,,,,,,283
Days Payable,,,,,,,,,,,,5
Cash Conversion Cycle,55,71,82,87,80,65,95,64,17,20,25,301
Working Capital Days,789,884,833,993,"1,212","1,680","2,125","2,767","1,245",737,520,337
ROCE %,3%,4%,3%,2%,2%,1%,1%,1%,2%,6%,9%,11%
