,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"15,223","15,800","15,008","21,575","22,710","23,271","30,739","29,403","26,124","40,203","37,290","36,223"
Cash from Investing Activity +,"-26,639","-24,185","-21,576","-23,836","-25,701","-18,727","-10,733","-9,244",753,"-7,138","-13,114","-23,533"
Cash from Financing Activity +,"13,712","6,399","5,621","3,959","1,285","-2,431","-18,806","-20,521","-28,967","-30,450","-25,903","-12,357"
Net Cash Flow,"2,295","-1,986",-948,"1,698","-1,707","2,113","1,199",-362,"-2,091","2,615","-1,728",333
