,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"15,601","17,805","20,377","18,083","17,366","23,754","19,300","23,980","34,963","33,065","35,654","39,562"
Cash from Investing Activity +,"-2,890","-4,133","-7,868","2,681","15,480","-10,594","-5,925","-6,678","-2,243",-668,"-13,676","-19,190"
Cash from Financing Activity +,"-5,052","-13,956","-11,303","-12,425","-39,255","-10,242","-15,547","-17,565","-28,903","-34,142","-26,092","-19,223"
Net Cash Flow,"7,659",-284,"1,206","8,339","-6,409","2,918","-2,172",-263,"3,817","-1,745","-4,114","1,149"
