,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"-1,604","-2,207","-6,956","-10,057","-15,967","-11,611","7,516","3,665","8,443","1,378",26,"-8,091"
Cash from Investing Activity +,"1,535","6,193",-594,"-2,376","-1,747",-820,"7,491","-2,766",-967,-646,"-1,872","-1,854"
Cash from Financing Activity +,126,"-3,865","7,544","13,570","18,650","10,752","-13,019","2,072","-6,774","-3,287","1,390","11,664"
Net Cash Flow,57,122,-7,"1,138",936,"-1,679","1,988","2,970",702,"-2,555",-455,"1,718"
