,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"8,597",-731,"1,429","-1,108","3,972","1,640",289,"-2,818","4,496","6,364","7,045","1,878"
Cash from Investing Activity +,-919,-94,303,-265,-981,"-1,080","-1,449","-2,101",-595,-673,"-1,518",-940
Cash from Financing Activity +,"1,419","-2,672","-1,744",265,"-2,796",-996,"1,157","4,944","-3,922","-5,690","-5,524",-938
Net Cash Flow,"9,097","-3,497",-12,"-1,109",194,-436,-3,24,-20,1,3,0
