,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,70,76,125,116,139,93,98,85,54,69,50,52
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,70,76,125,116,139,93,98,85,54,69,50,52
Working Capital Days,199,106,71,248,244,145,60,23,45,15,19,19
ROCE %,14%,14%,13%,14%,17%,14%,12%,14%,11%,10%,13%,15%
