,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,23,14,19,22,19,14,7,28,23,15,16,14
Inventory Days,44,24,36,44,45,39,30,90,62,25,38,32
Days Payable,110,116,223,60,41,29,24,50,55,23,33,24
Cash Conversion Cycle,-43,-78,-168,6,23,24,14,67,29,17,21,21
Working Capital Days,-47,-94,-168,-14,-16,-1,-7,49,23,14,16,17
ROCE %,,-10%,7%,19%,15%,7%,-16%,-1%,14%,20%,26%,4%
